Numéro_FINESS,Département,latitude,longitude,Raison_Sociale,FINESS_Orga,RS_Orga,Code_statut,Lib_statut,Statut,Code_tarif,Lib_tarif,Capacité_totale,Date ouvert,walkscore,ws_link
910814185,91,48.633946,2.336199,IME Notre École,590001681,GPT Association Partenaires d’action sociale,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,49,1991,80,https://www.walkscore.com/score/loc/lat=48.63395/lng=2.336199/
920003910,92,48.775087,2.279026,IME Jeune Appédia,920718186,Papillons blancs de la Colline,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,16,1997,76,https://www.walkscore.com/score/loc/lat=48.77509/lng=2.279026/
920012358,92,48.827864,2.178036,IME La Villa d'Avray,920718187,Papillons blancs de la Colline,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,17,2010,66,https://www.walkscore.com/score/loc/lat=48.82786/lng=2.178036/
920015799,92,48.84425,2.245704,IME Solfège,930027347,UGECAM IDF,40,Régime Général de Sécurité Sociale,Public,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,20,2014,98,https://www.walkscore.com/score/loc/lat=48.84425/lng=2.245704/
920023439,92,48.840639,2.201899,IME Léonce Malecot Annexe du Parc,920718186,Papillons blancs de la Colline,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,26,2009,62,https://www.walkscore.com/score/loc/lat=48.84064/lng=2.201899/
920025541,92,48.887468,2.196701,IME Au Fil de l'Autre,750719312,Association Entraide Union,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,20,2001,93,https://www.walkscore.com/score/loc/lat=48.88747/lng=2.196701/
920026168,92,48.863279,2.204561,IME Agir et Vivre l'Autisme Suresnes,750062234,Association Agir et Vivre l’Autisme,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,15,2010,92,https://www.walkscore.com/score/loc/lat=48.86328/lng=2.204561/
920033594,92,48.78921,2.298708,IME Hors les Murs les Alizés,750721391,Fondation de l’Élan retrouvé,63,Fondation,Fondation,58,ARS dotation forfait ou prix de journée globalisé hors CPOM,13,2019,71,https://www.walkscore.com/score/loc/lat=48.78921/lng=2.298708/
920690013,92,48.754508,2.297128,Association St Raphaël,920001153,Association pour la gestion du CPPS,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,70,1965,91,https://www.walkscore.com/score/loc/lat=48.75451/lng=2.297128/
920690021,92,48.913493,2.289825,IME Centre Étienne Marcel,750825960,Association du Centre Étienne Marcel,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,30,1992,92,https://www.walkscore.com/score/loc/lat=48.91349/lng=2.289825/
920690047,92,48.834889,2.240993,IME EMP Georges Sorel,750721334,Croix Rouge Française,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,30,1962,100,https://www.walkscore.com/score/loc/lat=48.83489/lng=2.240993/
920690054,92,48.779351,2.307949,IME EMP Bourg La Reine,920800976,UNAPEI Hauts de Seine,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,44,1969,42,https://www.walkscore.com/score/loc/lat=48.77935/lng=2.307949/
920690096,92,48.79842,2.292764,IME le Cèdre,920800976,UNAPEI Hauts de Seine,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,24,1967,85,https://www.walkscore.com/score/loc/lat=48.79842/lng=2.292764/
920690104,92,48.799192,2.291403,IME Espoir Châtillonnais,920800976,UNAPEI Hauts de Seine,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,30,1961,87,https://www.walkscore.com/score/loc/lat=48.79919/lng=2.291403/
920690112,92,48.805889,2.263948,IME le Fil de Soi,920800976,UNAPEI Hauts de Seine,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,50,1962,78,https://www.walkscore.com/score/loc/lat=48.80589/lng=2.263948/
920690120,92,48.898533,2.309205,IME EMP les Tilleuls,920800281,APEI de la boucle de la Seine,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,38,1971,94,https://www.walkscore.com/score/loc/lat=48.89853/lng=2.309205/
920690138,92,48.91236,2.247397,EMP Pierre Huet,750719312,Association Entraide Union,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,35,1968,88,https://www.walkscore.com/score/loc/lat=48.91236/lng=2.247397/
920690146,92,48.912611,2.248418,EMPro HOVIA Colombes,750721029,Association HOVIA,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,35,1968,79,https://www.walkscore.com/score/loc/lat=48.91261/lng=2.248418/
920690153,92,48.921287,2.258951,IME La Dauphinelle,920800281,APEI de la boucle de la Seine,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,85,1965,93,https://www.walkscore.com/score/loc/lat=48.92129/lng=2.258951/
920690187,92,48.896894,2.28326,EMP Europe,920718459,ASS la Résidence sociale,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,70,1958,98,https://www.walkscore.com/score/loc/lat=48.89689/lng=2.28326/
920690203,92,48.812574,2.327665,IMP,920001179,Aides aux enfants en difficulté AEDI,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,36,1983,92,https://www.walkscore.com/score/loc/lat=48.81257/lng=2.327665/
920690211,92,48.895687,2.208658,IME Balzac,920800976,UNAPEI Hauts de Seine,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,65,1965,85,https://www.walkscore.com/score/loc/lat=48.89569/lng=2.208658/
920690245,92,48.858751,2.217753,IME Léonce Malecot,920718186,Papillons blancs de la Colline,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,32,1972,84,https://www.walkscore.com/score/loc/lat=48.85875/lng=2.217753/
920690286,92,48.819921,2.194406,IME les Peupliers,920800976,UNAPEI Hauts de Seine,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,85,1966,74,https://www.walkscore.com/score/loc/lat=48.81992/lng=2.194406/
920690302,92,48.868189,2.211296,Sipfp de Suresnes,750719312,Association Entraide Union,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,49,1969,83,https://www.walkscore.com/score/loc/lat=48.86819/lng=2.211296/
920690351,92,48.884649,2.263809,IME IMPro le Phare,920800976,UNAPEI Hauts de Seine,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,55,1964,98,https://www.walkscore.com/score/loc/lat=48.88465/lng=2.263809/
920800133,92,48.841678,2.207219,EMP les Avelines,750719312,Association Entraide Union,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,40,1970,77,https://www.walkscore.com/score/loc/lat=48.84168/lng=2.207219/
920812559,92,48.766863,2.254341,IME externalisé SISS Appédia,920718186,Papillons blancs de la Colline,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,50,1991,80,https://www.walkscore.com/score/loc/lat=48.76686/lng=2.254341/
920814795,92,48.779393,2.31901,IME l'Alternance,920809829,Fondation Perce-Neige,63,Fondation,Fondation,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,18,1993,79,https://www.walkscore.com/score/loc/lat=48.77939/lng=2.31901/
930001631,93,48.933224,2.35682,IME Adam Shelton,750015968,Groupe SOS Solidarités,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,27,1999,98,https://www.walkscore.com/score/loc/lat=48.93322/lng=2.35682/
930007448,93,48.862781,2.495252,IME le Soleil d'Or,750050916,Fédération des APAJH,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,19,2006,82,https://www.walkscore.com/score/loc/lat=48.86278/lng=2.495252/
930025507,93,48.964072,2.537487,IME Soubiran,750720534,Vivre et devenir Villepinte St Michel,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,52,2016,63,https://www.walkscore.com/score/loc/lat=48.96407/lng=2.537487/
930030630,93,48.960047,2.395799,IME le Relais Île de France,750721391,Fondation de l’Elan retrouvé,63,Fondation,Fondation,9,"ARS PCD mixte (2 arrétés), habilité aide sociale",9,2021,63,https://www.walkscore.com/score/loc/lat=48.96005/lng=2.395799/
930690011,93,48.917945,2.40204,IME Romain Rolland,750720534,Vivre et devenir Villepinte St Michel,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,65,1967,86,https://www.walkscore.com/score/loc/lat=48.91795/lng=2.40204/
930690037,93,48.922748,2.503707,EMP René Lalouette,930813415,Association AGESTL,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,60,1961,73,https://www.walkscore.com/score/loc/lat=48.92275/lng=2.503707/
930690094,93,48.926176,2.440548,IME Ladoucette,750720492,Société Philanthropique,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,121,1955,87,https://www.walkscore.com/score/loc/lat=48.92618/lng=2.440548/
930690110,93,48.92455,2.548428,IME Livry-Gargan,930000807,Externat Médico-Pédagogique,21,Établissement Social et Médico-Social Communal,Public,5,ARS établissements médico-soc. non financés dotation globale,36,1964,76,https://www.walkscore.com/score/loc/lat=48.92455/lng=2.548428/
930690136,93,48.852835,2.433973,IME Bernadette Coursol,940807563,Association APEI Papillons blancs – Vincennes,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,55,1964,95,https://www.walkscore.com/score/loc/lat=48.85283/lng=2.433973/
930690169,93,48.90106,2.467204,IME Henri Wallon Noisy le Sec,930000823,Association EINA Noisy-le-Sec,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,72,1967,81,https://www.walkscore.com/score/loc/lat=48.90106/lng=2.467204/
930690177,93,48.901838,2.514376,IME l'Excelsior,750720534,Vivre et devenir Villepinte St Michel,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,100,1938,85,https://www.walkscore.com/score/loc/lat=48.90184/lng=2.514376/
930690185,93,48.893319,2.525557,IME le Nid,750015968,Groupe SOS Solidarités,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,35,1976,83,https://www.walkscore.com/score/loc/lat=48.89332/lng=2.525557/
930690193,93,48.861588,2.491185,IME les 10 000 Rosiers,750050916,Fédération des APAJH,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,80,1969,79,https://www.walkscore.com/score/loc/lat=48.86159/lng=2.491185/
930690227,93,48.983555,2.554122,IME B Guillez le Petit Orme,930813415,Association AGESTL,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,50,1969,33,https://www.walkscore.com/score/loc/lat=48.98356/lng=2.554122/
930690235,93,48.8932,2.507047,IME l'Edelweiss,750015968,Groupe SOS Solidarités,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,40,1972,80,https://www.walkscore.com/score/loc/lat=48.8932/lng=2.507047/
930690250,93,48.941809,2.347549,IME les Moulins Gémeaux,930017991,Les Moulins Gémeaux,26,Autre Établissement Public à Caractére Administratif,Public,5,ARS établissements médico-soc. non financés dotation globale,80,1971,87,https://www.walkscore.com/score/loc/lat=48.94181/lng=2.347549/
930690268,93,48.884461,2.557433,IME Francois Eglem,930712724,Association ARPEI,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,89,1972,35,https://www.walkscore.com/score/loc/lat=48.88446/lng=2.557433/
930690276,93,48.956145,2.369234,IME EMPro de La Résidence Sociale,920718459,ASS la Résidence sociale,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,34,1972,66,https://www.walkscore.com/score/loc/lat=48.95614/lng=2.369234/
930690284,93,48.888549,2.416853,IME Louise Michel,930001888,APAJH Seine-saint-Denis,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,72,1972,88,https://www.walkscore.com/score/loc/lat=48.88855/lng=2.416853/
930690326,93,48.908903,2.458272,IME le Tremplin,750720534,Vivre et devenir Villepinte St Michel,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,72,1967,78,https://www.walkscore.com/score/loc/lat=48.9089/lng=2.458272/
930690342,93,48.908539,2.338058,IME Ambroise Croizat,930021399,AGIME,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,68,1975,95,https://www.walkscore.com/score/loc/lat=48.90854/lng=2.338058/
930690359,93,48.955297,2.487791,IME Toulouse Lautrec,930813415,Association AGESTL,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,88,1976,67,https://www.walkscore.com/score/loc/lat=48.9553/lng=2.487791/
930800362,93,48.844462,2.545881,IME Centre Jean Richepin,750015968,Groupe SOS Solidarités,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,20,1997,89,https://www.walkscore.com/score/loc/lat=48.84446/lng=2.545881/
930814439,93,48.95423,2.387186,EMP Henri Wallon Stains,930712815,Association EINA,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,50,N/D,80,https://www.walkscore.com/score/loc/lat=48.95423/lng=2.387186/
930816921,93,48.9502,2.321699,IME Chaptal,920718459,ASS la Résidence sociale,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,38,1990,73,https://www.walkscore.com/score/loc/lat=48.9502/lng=2.321699/
930817341,93,48.929118,2.468871,IME Jean Marc Itard,930001367,EPC Jean-Marc Itard,21,Établissement Social et Médico-Social Communal,Public,5,ARS établissements médico-soc. non financés dotation globale,47,1992,73,https://www.walkscore.com/score/loc/lat=48.92912/lng=2.468871/
930817457,93,48.871182,2.453841,IMP Jean Macé Montreuil,930712716,Archipel Montreuil,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,30,1992,82,https://www.walkscore.com/score/loc/lat=48.87118/lng=2.453841/
930817499,93,48.87771,2.456003,IME les Enfants Terribles,750022238,AFG Autisme,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,17,1993,86,https://www.walkscore.com/score/loc/lat=48.87771/lng=2.456003/
940009988,94,48.751845,2.536437,IME Armonia,780020111,ARISSE,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,47,2007,41,https://www.walkscore.com/score/loc/lat=48.75185/lng=2.536437/
940019995,94,48.810198,2.435628,IME l'Odyssée,750015968,Groupe SOS Solidarités,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,20,2001,86,https://www.walkscore.com/score/loc/lat=48.8102/lng=2.435628/
940020472,94,48.815804,2.492826,IME Centre Franchemont,750720690,Association Centre Franchemont,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,32,2005,78,https://www.walkscore.com/score/loc/lat=48.8158/lng=2.492826/
940022981,94,48.803766,2.473833,IME A l’École Ted et Ses Amis,770017671,AIME 77,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,4,2018,91,https://www.walkscore.com/score/loc/lat=48.80377/lng=2.473833/
940028608,94,48.796836,2.447325,IME Handi Répit,750001695,La vie à domicile XVI,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,9,2021,79,https://www.walkscore.com/score/loc/lat=48.79684/lng=2.447325/
940690084,94,48.796799,2.46118,IME Anatole France,750015968,Groupe SOS Solidarités,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,30,1957,90,https://www.walkscore.com/score/loc/lat=48.7968/lng=2.46118/
940690092,94,48.850691,2.453996,IME Fontenay,940721400,UDSM Fontenay-sous-bois,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,110,1967,93,https://www.walkscore.com/score/loc/lat=48.85069/lng=2.453996/
940690100,94,48.775555,2.329066,IMPro Monique Guilbot,940721426,ADPED Fresnes,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,45,1969,76,https://www.walkscore.com/score/loc/lat=48.77555/lng=2.329066/
940690118,94,48.778066,2.351667,IME les Lilas,940721426,ADPED Fresnes,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,59,1961,72,https://www.walkscore.com/score/loc/lat=48.77807/lng=2.351667/
940690126,94,48.806937,2.357283,IMPro Seguin,940721533,APOGEI 94,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,35,1961,79,https://www.walkscore.com/score/loc/lat=48.80694/lng=2.357283/
940690175,94,48.844077,2.495703,IME Bel Air,940721533,APOGEI 94,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,65,1960,86,https://www.walkscore.com/score/loc/lat=48.84408/lng=2.495703/
940690183,94,48.808682,2.502956,IMPro ARERAM Jean Louis Calvino,930027024,ASS ARERAM,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,80,1965,86,https://www.walkscore.com/score/loc/lat=48.80868/lng=2.502956/
940690191,94,48.793015,2.485326,IME Bords de Marne St Maur,940721533,APOGEI 94,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,65,1967,92,https://www.walkscore.com/score/loc/lat=48.79301/lng=2.485326/
940690209,94,48.81311,2.474587,IME le Parc de l'Abbaye,940721384,AFASER,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,55,1965,87,https://www.walkscore.com/score/loc/lat=48.81311/lng=2.474587/
940690225,94,48.76063,2.387649,IME Arc En Ciel Thiais,780020111,ARISSE,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,48,1962,75,https://www.walkscore.com/score/loc/lat=48.76063/lng=2.387649/
940690241,94,48.727819,2.433148,IME l'Avenir,940721384,AFASER,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,50,1961,61,https://www.walkscore.com/score/loc/lat=48.72782/lng=2.433148/
940690266,94,48.799132,2.388797,IME Suzanne Brunel,940810328,Association ETAI Entraide par le travail,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,90,1970,76,https://www.walkscore.com/score/loc/lat=48.79913/lng=2.388797/
940690282,94,48.823801,2.501323,EMP EMPro de Champigny Sur Marne,940721384,AFASER,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,117,1972,72,https://www.walkscore.com/score/loc/lat=48.8238/lng=2.501323/
940690308,94,48.775816,2.468565,IME la Nichée Creteil,940721533,APOGEI 94,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,90,1972,85,https://www.walkscore.com/score/loc/lat=48.77582/lng=2.468565/
940690316,94,48.80317,2.358301,IME le Guillant Villejuif,940807472,APAJH 94,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,98,1973,69,https://www.walkscore.com/score/loc/lat=48.80317/lng=2.358301/
940690324,94,48.843358,2.416547,IME T Kitoi,940001019,Institut le Val Mandé,19,Établissement Social et Médico-Social Départemental,Public,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,66,1901,95,https://www.walkscore.com/score/loc/lat=48.84336/lng=2.416547/
940711344,94,48.847382,2.52055,IME Léopold Bellan,750720609,Fondation Léopold Bellan,63,Fondation,Fondation,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,74,1950,77,https://www.walkscore.com/score/loc/lat=48.84738/lng=2.52055/
940800147,94,48.77802,2.347181,IME IMPro Foyer Monique Guilbot,940721426,ADPED Fresnes,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,7,1976,58,https://www.walkscore.com/score/loc/lat=48.77802/lng=2.347181/
940803836,94,48.769148,2.474036,IME Françoise Leloup,940807472,APAJH 94,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,43,1966,70,https://www.walkscore.com/score/loc/lat=48.76915/lng=2.474036/
940804396,94,48.850792,2.453715,IME Centre Émile Ducommun,940721400,UDSM Fontenay-sous-bois,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,50,1984,93,https://www.walkscore.com/score/loc/lat=48.85079/lng=2.453715/
940812654,94,48.751266,2.410751,IME Robert Desnos,940807472,APAJH 94,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,50,1989,77,https://www.walkscore.com/score/loc/lat=48.75127/lng=2.410751/
950002048,95,49.002667,2.129269,IME La Chamade,950015255,Association HAARP,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,63,2007,46,https://www.walkscore.com/score/loc/lat=49.00267/lng=2.129269/
950002097,95,49.034544,2.018063,IME La Clé,240000265,Fondation John Bost,63,Fondation,Fondation,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,41,2002,74,https://www.walkscore.com/score/loc/lat=49.03454/lng=2.018063/
950002220,95,50.990234,2.220086,IME Jacques Maraux,930019484,Association LADAPT,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,84,2001,60,https://www.walkscore.com/score/loc/lat=50.99023/lng=2.220086/
950003079,95,49.109193,2.34591,IME Roland Bonnard,240000266,Fondation John Bost,63,Fondation,Fondation,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,60,2004,21,https://www.walkscore.com/score/loc/lat=49.10919/lng=2.34591/
950011338,95,49.021184,2.292542,IME René Zazzo,950003319,Mutuelle la Mayotte,47,Société Mutualiste,Société Mutualiste,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,69,2009,13,https://www.walkscore.com/score/loc/lat=49.02118/lng=2.292542/
950014308,95,49.077039,2.49886,IME Madeleine Bres (Annexe Montlignon),950003319,Mutuelle la Mayotte,47,Société Mutualiste,Société Mutualiste,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,30,2012,50,https://www.walkscore.com/score/loc/lat=49.07704/lng=2.49886/
950040857,95,49.06107,2.11118,IME le Bois d'En Haut,950786863,APED l’Espoir,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,90,2015,32,https://www.walkscore.com/score/loc/lat=49.06107/lng=2.11118/
950043042,95,49.003122,2.388356,IME La Boussole Bleue,920001419,Fondation des Amis de l’Atelier,63,Fondation,Fondation,5,ARS établissements médico-soc. non financés dotation globale,40,2020,67,https://www.walkscore.com/score/loc/lat=49.00312/lng=2.388356/
950690099,95,49.118275,2.220706,IME l'Espoir,950786863,APED l’Espoir,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,80,1968,57,https://www.walkscore.com/score/loc/lat=49.11827/lng=2.220706/
950690115,95,48.989695,2.186052,IME le Clos du Parisis,950015255,Association HAARP,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,65,1970,66,https://www.walkscore.com/score/loc/lat=48.9897/lng=2.186052/
950690172,95,48.984772,2.389113,IME Henri Wallon,750719312,Association Entraide Union,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,84,1971,52,https://www.walkscore.com/score/loc/lat=48.98477/lng=2.389113/
950690206,95,48.966662,2.226783,IME les Coteaux d'Argenteuil,950016402,APAJH 95,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,62,1973,57,https://www.walkscore.com/score/loc/lat=48.96666/lng=2.226783/
950780056,95,48.9922,2.249799,IME le Clos Fleuri,950016402,APAJH 95,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,67,1930,80,https://www.walkscore.com/score/loc/lat=48.9922/lng=2.249799/
950780817,95,48.986765,2.259196,IME Pro les Sources,950015255,Association HAARP,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,37,1972,86,https://www.walkscore.com/score/loc/lat=48.98676/lng=2.259196/
950781443,95,48.96838,2.392558,IME l'Espoir,930712393,AFDAEIM,61,Association Loi 1901 Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,96,1975,75,https://www.walkscore.com/score/loc/lat=48.96838/lng=2.392558/
950783068,95,49.058458,2.067809,IME ANAIS d'Osny,750065591,Fondation ANAIS,63,Fondation,Fondation,57,ARS /ARS PCD  Dotation forfait ou prix de journée globalisé,88,1976,68,https://www.walkscore.com/score/loc/lat=49.05846/lng=2.067809/
950786434,95,49.022129,2.377639,IME Daniel Seguret,750719312,Association Entraide Union,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,63,1979,65,https://www.walkscore.com/score/loc/lat=49.02213/lng=2.377639/
950806448,95,48.989751,2.216676,EMP les Sources,950015255,Association HAARP,60,Association Loi 1901 non Reconnue d'Utilité Publique,Association,5,ARS établissements médico-soc. non financés dotation globale,20,1988,70,https://www.walkscore.com/score/loc/lat=48.98975/lng=2.216676/
